PROJECT ID,ORIGINAL SUBMISSION DATE,PROJECT NAME,WORKSPACE,PROJECT GROUP,AWARDED,BRAND,PRODUCT,AGENCY,CAMPAIGN,VENDOR,PHASE,SUBMISSION,BID NAME,BIDFILE TYPE,BID TOTAL,BID TYPE,AVERAGE BID,DIVERSITY:: WOMAN DIRECTOR,DIVERSITY:: MIINORITY DIRECTOR,DIVERSITY:: WOMAN EDITOR,DIVERSITY:: MIINORITY EDITOR,DIVERSITY:: WOMAN OWNED,DIVERSITY:: MINORITY OWNED,SPEND:: ANIMATION,SPEND:: ART DEPARTMENT LABOR,SPEND:: ART DEPARTMENT MATERIALS,SPEND:: AUDIO POST,SPEND:: BEHIND THE SCENES,SPEND:: CATERING / CRAFT SERVICE,SPEND:: COLOR GRADING,SPEND:: COVID LABOR,SPEND:: CUSTOM,SPEND:: DESIGN,SPEND:: DIRECTOR/ CREATIVE FEES,SPEND:: DO NOT USE,SPEND:: EDITORIAL GRAPHICS,SPEND:: EDITORIAL LABOR,SPEND:: EDITORIAL MISC,SPEND:: EDITORIAL OFFLINE,SPEND:: EDITORIAL PREP,SPEND:: EQUIPMENT COSTS,SPEND:: EXPENDABLES,SPEND:: FILM STOCK & DIGITAL MEDIA,SPEND:: FINISHING,SPEND:: FOREIGN PRODUCTION SERVICES,SPEND:: HAIR & MAKEUP,SPEND:: INTERACTIVE,SPEND:: LOCATION & TRAVEL EXPENSES,SPEND:: MEALS,SPEND:: MISCELLANEOUS,SPEND:: MUSIC,SPEND:: OTHER LABOR,SPEND:: PHOTO RETOUCHING,SPEND:: PRE-PRODUCTION EXPENSES,SPEND:: PRE-PRODUCTION LABOR,SPEND:: PRODUCTION COVID 19 COSTS,SPEND:: PRODUCTION STAFF,SPEND:: PRODUCTION SUSTAINABILITY,"SPEND:: PROPS, WARDROBE, ANIMALS",SPEND:: SHOOTING CREW LABOR,SPEND:: SOCIAL MEDIA,SPEND:: SPECIAL INSURANCE,SPEND:: STILL PHOTOGRAPHER FEES,SPEND:: STILL PHOTOGRAPHY PRODUCTION,SPEND:: STILLS POST PRODUCTION,SPEND:: STUDIO & LOCATIONS COMBINED,SPEND:: STUDIO RENTAL & STAGE EXPENSES,SPEND:: TALENT,SPEND:: TALENT EXPENSES,SPEND:: VFX,SPEND:: WARDROBE,Women Work Pitched,Women Work Awarded,AvgBidPrice LUT.Average Bid Price
74,2/26/2021 2:55,MU Earth Day,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Editorial,EarthDay_MusicVideo_editcolormix_NOWKND,EarthDay_OfflineColorMix_NOWKND,Original,175290.14,firm-bid,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2/26/2021 2:55,MU Earth Day,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Editorial,EarthDay_MusicVideo_editcolormix_ACCELERATED,EarthDay_OfflineColorMix_ACCELERATED,Original,186588.45,firm-bid,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2/26/2021 2:55,MU Earth Day,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Editorial,EarthDay_MusicVideoNOSOCIALS_editcolormix_NOWKND,MusicVideoNoSocialsNoWKND,Original,142897.44,firm-bid,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2/26/2021 2:55,MU Earth Day,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Editorial,EarthDay_MusicVideoNOSOCIALS_editcolormix_ACCELERATED,MusicVideoNOSocialsWITHWKND,Original,154433.74,firm-bid,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2/26/2021 2:55,MU Earth Day,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Arcade Edit,Editorial,EarthDay_MV_NOSOCIALS_REV_Mar18,Bid_9629_10,Original,147293.44,firm-bid,161300.642,,,,1,1,1,,,,,,,,,138014.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2/26/2021 2:55,MU Earth Day,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,The Mill,VFX,3/12 | Music Video,abid_1082867_export,Original,168120,cost-plus,174120,,,,,,,,,,,,,,,168120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2/26/2021 2:55,MU Earth Day,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,VFX,3/12 | Music Video Accelerated,abid_1082871_export,Original,180120,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3/10/2021 19:09,Bud Light Coolers,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,AC.BUDLIGHT.REES.PROD BID.NO_4DY.V2,AC.BUDLIGHT.REES.BID.NO_4DY.V4.abid,Original,1528347.713,cost-plus,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3/10/2021 19:09,Bud Light Coolers,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,AC.BUDLIGHT.REES.PROD BID.NO_4DY.V2,AC.BUDLIGHT.REES.BID.NO_4DY.V4.abid,Original,1528347.713,cost-plus,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3/10/2021 19:09,Bud Light Coolers,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Anonymous Content,Film & Video Production,AC.BIDLIGHT.REES.PROD BID.NO_3DY.V1,AC.BUDLIGHT.REES.BID.NO_3DY.V2.abid,Original,1344821.553,cost-plus,960338.0584,1,1,,,,,,,,,,,,,919418.4821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3/10/2021 19:09,Bud Light Coolers,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,AC.BUDLIGHT.REES.BID.NO_3DY.V2,AC.BUDLIGHT.REES.BID.NO_3DY.V3.abid,Original,1369572.178,cost-plus,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3/10/2021 19:09,Bud Light Coolers,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Bud Light / Mike Warzin / Arts & Sciences / 4 Days / New Orleans,Bud Light_Warzin_A&S_4 Day_New Orleans,Original,1571806.49,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3/10/2021 19:09,Bud Light Coolers,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Bud Light / Mike Warzin / Arts & Sciences / 4 Days / New Orleans,Bud Light_Warzin_A&S_C+ Covid Costs_4 Day,Original,184356.8,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3/10/2021 19:09,Bud Light Coolers,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Bud Light / Mike Warzin / Arts & Sciences / 3 Days / New Orleans,Bud Light_Warzin_A&S_C+Covid Costs_3 Day,Original,150166.7,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3/10/2021 19:09,Bud Light Coolers,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Bud Light / Mike Warzin / Arts & Sciences / 3 Days / New Orleans,Bud Light_Warzin_A&S_3 Day_New Orleans,Original,1387154.67,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3/10/2021 19:09,Bud Light Coolers,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Bud Light / Warzin / Arts & Sciences / Bid Package 3.11.21,Bud LIght_Warzin_A&S_3 Day_New Orleans_v2,Original,1323883.76,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3/10/2021 19:09,Bud Light Coolers,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Bud Light / Warzin / Arts & Sciences / Bid Package 3.11.21,Bud LIght_Warzin_A&S_C+ COVID COSTS 3 DAY_V2,Original,137377.7,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3/10/2021 19:09,Bud Light Coolers,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Bud Light / Warzin / Arts & Sciences / 3 Day Bid V3,Bud Light_Warzin_A&S_3 Day_New Orleans_v3,Original,1316973.81,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3/10/2021 19:09,Bud Light Coolers,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Bud Light / Warzin / Arts & Sciences / 3 Day Bid V3,Bud LIght_Warzin_A&S_C+ COVID COSTS 3 DAY_V2,Original,137377.7,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3/10/2021 19:09,Bud Light Coolers,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Bud Light / Mike Warzin / Arts & Sciences / 3 Day Bid  V4,Bud Light_Warzin_A&S_3 Day_New Orleans_v4,Original,1335066.78,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3/10/2021 19:09,Bud Light Coolers,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Bud Light / Mike Warzin / Arts & Sciences / 3 Day Bid  V4,Bud Light_Warzin_A&S_C + Covid Costs_3 Day_V3,Original,129479.25,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3/10/2021 19:09,Bud Light Coolers,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Arcade Edit,Editorial,BudlightCooler_OfflineColorVOrec,Bid_9625_4,Original,140356.66,cost-plus,140356.66,,,,,1,1,,,,,,,,,134053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3/10/2021 19:09,Bud Light Coolers,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,The Mill,VFX,"REV w/Mill discount - 3.11 I x1 :30, 5x :15's + End Card. Boom up x1",abid_1082799_export,Original,164130,cost-plus,164130,,,,,,,,,,,,,,,164130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3/23/2021 18:33,Michelob Ultra FCB Shoot,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,"Maes Studio, Inc.",Film & Video Production,Maes Approach Michelob Ultra,FCB MUL T3 Seltzer and Holiday Shoot,Original,69966.25,cost-plus,73935.16667,,,,,,,,,,,,,,,69966.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3/23/2021 18:33,Michelob Ultra FCB Shoot,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,FCB MUL T3 Seltzer and Holiday Shoot v2,ESTv3FCB MUL T3 Seltzer and Holiday Shootv3,Original,74316.25,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3/23/2021 18:33,Michelob Ultra FCB Shoot,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Deepi Ahluwalia // Michelob Ultra,Deepi Ahluwalia_FCBChicago_MichelobUltra,Original,77523,cost-plus,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,4/5/2021 21:07,Budweiser T2 2021 Production,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Cosmo Street,Editorial,41129 BUD T2 RED WHITE & BUD 15184.1_042221,41129 BUD T2 RED WHITE & BUD 15184.1_042221,Original,162570,,162570,,,,,1,1,,,,,,,,,147475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4/23/2021 13:23,AB LGAB 2.0 - Launch Manifesto,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Editorial,"41:546 LGAB, SAFELY FILM",Bid_16625_5,Original,20150,cost-plus,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4/23/2021 13:23,AB LGAB 2.0 - Launch Manifesto,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Editorial,"41:546 LGAB, SAFELY FILM",Bid_16625_8,Original,27960,cost-plus,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,4/8/2022 14:22,Bud Light Core Blue 'Early Arrival',W+K Legacy Space - DO NOT USE,W+K,0,n/a,n/a,W+K,n/a,,Film & Video Production,MG Bud Light ABID,MG Bud Light ABID,Original,723760,cost-plus,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,10/7/2022 17:40,Equity Campaign,NAZ,The Martin Agency,0,n/a,n/a,The Martin Agency,n/a,,Film & Video Production,Riggs / Busch Light 3 Day Vancouver Bid Submission,,Original,1091065,firm-bid,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,10/7/2022 17:40,Equity Campaign,NAZ,The Martin Agency,1,n/a,n/a,The Martin Agency,n/a,Internal ABID,Film & Video Production,Prettybird Production,Pretty Bird Production EXPORT,Original,938444,firm-bid,1014754.5,,,,,,,0,0,0,0,0,0,,,47747,0,97500,,,0,0,0,0,0,,0,0,,,0,28485,,484249,0,0,0,0,92770,0,,0,,,,,,,0,,,,0,,0,,,
151,10/7/2022 17:40,Equity Campaign,NAZ,The Martin Agency,1,n/a,n/a,The Martin Agency,n/a,Arcade Edit,Editorial,Arcade Edit,Arcade Edit EXPORT,Original,140253,cost-plus,140253,,,,,,,0,0,0,1350,0,0,,,,0,0,,,87700,3975,40200,3750,0,,0,0,,,0,0,,0,0,0,0,0,0,0,,0,,,,,,,0,,,,0,,0,,,
151,10/7/2022 17:40,Equity Campaign,NAZ,The Martin Agency,1,n/a,n/a,The Martin Agency,n/a,The Mill,VFX,The Mill VFX,The Mill VFX EXPORT,Original,160000,cost-plus,160000,,,,,,,0,0,0,0,0,0,,,,0,0,,,0,54155,0,1250,0,,0,139650,,,0,0,,0,0,0,0,0,0,0,,0,,,,,,,0,,,,0,,48650,,,
162,10/24/2022 21:00,Michelob Ultra Superior Hills,NAZ,W+K,1,n/a,n/a,W+K,n/a,Iconoclast,Film & Video Production,Iconoclast Production,ICONCOLAST BID PACKAGE MICHELOB ULTRA SB CAMPAIGN NOV17rev copy,Original,3624777,firm-bid,3624777,,,,,,,0,368272,227525,0,0,0,,,281772,0,150000,,,0,0,0,0,255275,,108375,0,,,0,523343,,2500,0,0,0,39375,462635,0,,0,,,,,,,0,,,,0,,0,,,
162,10/24/2022 21:00,Michelob Ultra Superior Hills,NAZ,W+K,1,n/a,n/a,W+K,n/a,Arts Academy,Editorial,Arts Academy Editorial,AAE_Michelob SB   Travel & Partnership_Offline Only_Bid_1199.3,Original,249863.44,cost-plus,249863.44,,,,,,,0,0,0,0,0,0,,,,0,0,,,164037.5,30200,30250,16000,0,,0,0,,,0,0,,0,0,0,0,0,0,0,,0,,,,,,,0,,,,0,,0,,,
162,10/24/2022 21:00,Michelob Ultra Superior Hills,NAZ,W+K,1,n/a,n/a,W+K,n/a,Wave Studios NY,Audio Post,Wave,Wave,Original,90325,cost-plus,90325,,,,,,,0,0,0,90325,0,0,,,,0,0,,,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,,0,,,,,,,0,,,,0,,0,,,
162,10/24/2022 21:00,Michelob Ultra Superior Hills,NAZ,W+K,1,n/a,n/a,W+K,n/a,Parliament,VFX,Parliament,Parliament,Original,495540,firm-bid,495540,,,,,,,0,0,0,0,0,0,,,,0,0,,,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,,0,,,,,,,0,,,,0,,495540,,,
162,10/24/2022 21:00,Michelob Ultra Superior Hills,NAZ,W+K,1,n/a,n/a,W+K,n/a,Co3,Color Grading,Company 3 Grading,W+K - Michelob SB-PP - Pre Bill,Original,98019.04,firm-bid,98019.04,,,,,,,0,0,0,0,0,0,,,,0,0,,,0,0,0,0,0,,0,98019.04,,,0,0,,0,0,0,0,0,0,0,,0,,,,,,,0,,,,0,,0,,,
162,10/24/2022 21:00,Michelob Ultra Superior Hills,NAZ,W+K,1,n/a,n/a,W+K,n/a,Iconoclast,Sanitary Production Costs,Iconoclast Production,ICONOCLAST.MICHELOB ULTRA MIAMI 6 DAYS nov17COVID,Original,238144,cost-plus,238144,,,,,,,0,0,0,0,0,0,,,,0,0,,,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,207082,,0,,,,,,,0,,,,0,,0,,,
162,10/24/2022 21:00,Michelob Ultra Superior Hills,NAZ,W+K,1,n/a,n/a,W+K,n/a,Walker,Music,Walker,WalkerAudio,Original,90325,firm-bid,90325,,,,,,,0,0,0,90325,0,0,,,,0,0,,,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,,0,,,,,,,0,,,,0,,0,,,
164,11/9/2022 22:00,Corona Quarter Sunsets Production,GHQ,W+K,0,n/a,n/a,W+K,n/a,,Film & Video Production,123,RSA HARRIS AICP BID UPLOAD,Original,593909,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,11/9/2022 22:00,Corona Quarter Sunsets Production,GHQ,W+K,0,n/a,n/a,W+K,n/a,,Sanitary Production Costs,123,RSA COVID CORONA,Original,9049,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,11/10/2022 20:12,Cutwater Equity Campaign 2023,NAZ,AKQA,1,Cutwater,n/a,AKQA,n/a,1stAveMachine,Film & Video Production,1stAveMachine Cutwater Bid Package,1stAveMachine Cutwater,Original,707268,firm-bid,705255,1,,,,,,,0,0,,,,,,,,75000,,,0,,,,0,,0,,,,,0,,376442,,,,0,41700,0,,,,,,,,,,,,,0,,,,,
166,11/10/2022 20:12,Cutwater Equity Campaign 2023,NAZ,AKQA,1,Cutwater,n/a,AKQA,n/a,1stAveMachine,Film & Video Production,1stAveMachine Production,1stAveMachine Production EXPORT,Original,703242,firm-bid,705255,,,,,,,0,0,0,0,0,0,,,90191,0,75000,,,0,0,0,0,0,,0,0,,,0,0,,373429,0,0,0,0,41700,0,,0,,,,,,,0,,,,0,,0,,,
166,11/10/2022 20:12,Cutwater Equity Campaign 2023,NAZ,AKQA,1,Cutwater,n/a,AKQA,n/a,1stAveMachine,Editorial,1stAveMachine Cutwater Bid Package,Editorial,Original,249543,firm-bid,249543,1,,,,,,,,,,,,,,,,,,,,,249543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,11/10/2022 20:12,Cutwater Equity Campaign 2023,NAZ,AKQA,1,Cutwater,n/a,AKQA,n/a,Studio PPS,Editorial,Studio PPS Finish,Studio PPS Finish EXPORT,Original,249543,firm-bid,249543,,,,,,,0,0,0,18000,0,0,,,,0,0,,,39400,100,146150,41000,0,,0,0,,,0,0,,0,0,0,0,0,0,0,,0,,,,,,,0,,,,0,,0,,,
166,11/10/2022 20:12,Cutwater Equity Campaign 2023,NAZ,AKQA,1,Cutwater,n/a,AKQA,n/a,1stAveMachine,Talent,1stAveMachine Cutwater Bid Package,Talent,Original,40076,cost-plus,40076,1,,,,,,,0,0,,,,,,,,0,,,0,,,,0,,0,,,,,0,,33396,,,,0,0,0,,,,,,,,,,,,,0,,,,,
166,11/10/2022 20:12,Cutwater Equity Campaign 2023,NAZ,AKQA,1,Cutwater,n/a,AKQA,n/a,1stAveMachine,Sanitary Production Costs,1stAveMachine Cutwater Bid Package,Covid,Original,5659,cost-plus,5659,1,,,,,,,0,0,,,,,,,,0,,,0,,,,0,,0,,,,,0,,4576,,,,0,0,0,,,,,,,,,,,,,0,,,,,
171,11/16/2022 3:00,Super Bowl / Equity Campaign,NAZ,Anomaly,0,Bud Light,Bud Light,Anomaly,Bud Light Super Bowl / Equity Production,,Film & Video Production,Bud Light / Arts & Sciences / Bid Package - 11.17.22,,Original,1799363.91,firm-bid,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,11/16/2022 3:00,Super Bowl / Equity Campaign,NAZ,Anomaly,0,Bud Light,Bud Light,Anomaly,Bud Light Super Bowl / Equity Production,,Film & Video Production,Bud Light / Arts & Sciences / Bid Package - 11.17.22,,Original,1860468.77,firm-bid,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,11/16/2022 3:00,Super Bowl / Equity Campaign,NAZ,Anomaly,0,Bud Light,Bud Light,Anomaly,Bud Light Super Bowl / Equity Production,,Film & Video Production,Bud Light / Arts & Sciences / Bid Package - 11.17.22,,Original,2088989.94,firm-bid,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,11/16/2022 3:00,Super Bowl / Equity Campaign,NAZ,Anomaly,1,Bud Light,Bud Light,Anomaly,Bud Light Super Bowl / Equity Production,RESET,Film & Video Production,Production Bid,Production EXPORT,Original,1721874,firm-bid,1867674.155,,,,,,,0,0,0,0,0,0,,,,0,110000,,,0,0,0,0,108150,,8650,0,,,0,210391,,0,0,0,0,0,318079,0,,0,,,,,,,0,,,,0,,0,,,
171,11/16/2022 3:00,Super Bowl / Equity Campaign,NAZ,Anomaly,0,Bud Light,Bud Light,Anomaly,Bud Light Super Bowl / Equity Production,,Editorial,Budlight Offline,Bid_11490_3,Original,275128.5,cost-plus,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,11/16/2022 3:00,Super Bowl / Equity Campaign,NAZ,Anomaly,0,Bud Light,Bud Light,Anomaly,Bud Light Super Bowl / Equity Production,,Editorial,Mackcut/Bud Light SB,Bud Light SB BID,Original,250700,cost-plus,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,11/16/2022 3:00,Super Bowl / Equity Campaign,NAZ,Anomaly,1,Bud Light,Bud Light,Anomaly,Bud Light Super Bowl / Equity Production,Arcade Edit,Editorial,Editorial,Editorial EXPORT,Original,269721,cost-plus,265183.1667,,,,,,,0,0,0,2250,0,0,,,,0,0,,,171762.5,12550,63950,14000,0,,0,0,,,0,0,,0,0,0,0,0,0,0,,0,,,,,,,0,,,,0,,0,,,
171,11/16/2022 3:00,Super Bowl / Equity Campaign,NAZ,Anomaly,1,Bud Light,Bud Light,Anomaly,Bud Light Super Bowl / Equity Production,The Mill,Finishing,VFX,VFX EXPORT,Original,613500,firm-bid,613500,,,,,,,0,0,0,0,0,0,,,,12600,0,,,0,0,0,0,0,,0,35150,,,0,0,,0,0,0,0,0,0,0,,0,,,,,,,0,,,,0,,897050,,,
175,11/21/2022 21:19,Budweiser Equity,NAZ,FCB,0,Budweiser,n/a,FCB,n/a,,Film & Video Production,Bid Package v2,Budweiser Bid V2,Original,966776.525,firm-bid,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,11/21/2022 21:19,Budweiser Equity,NAZ,FCB,0,Budweiser,n/a,FCB,n/a,,Film & Video Production,Love Song | MF Bid Package V1.2,,Original,999838,firm-bid,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,11/21/2022 21:19,Budweiser Equity,NAZ,FCB,1,Budweiser,n/a,FCB,n/a,Biscuit Filmworks,Film & Video Production,Biscuit Filmworks Production Bid,BUDWEISER PRODUCTION AICP EXPORT,Original,931749.96,firm-bid,966121.495,,,,,,,0,69875,44350,0,0,0,,,22600,0,87000,,,0,0,0,0,82000,,4900,0,,,0,97200,,0,0,10812,0,6925,104956.8,0,,0,,,,,,,0,,,,0,,0,,,
175,11/21/2022 21:19,Budweiser Equity,NAZ,FCB,0,Budweiser,n/a,FCB,n/a,,Editorial,Budweiser Equity,Bid_19872_2,Original,172667.1563,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,11/21/2022 21:19,Budweiser Equity,NAZ,FCB,0,Budweiser,n/a,FCB,n/a,,Editorial,budweiser revised bid,Bid_19872_4,Original,163679.6563,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,11/21/2022 21:19,Budweiser Equity,NAZ,FCB,0,Budweiser,n/a,FCB,n/a,,Editorial,Budweiser Offline,Budweiser_Bid_11501_1,Original,216608.6,cost-plus,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,11/21/2022 21:19,Budweiser Equity,NAZ,FCB,1,Budweiser,n/a,FCB,n/a,Rock Paper Scissors,Editorial,Rock Paper Scissors Edit,BUDWEISER EDIT AICP EXPORT,Original,158679.66,cost-plus,177908.7681,,,,,,,0,0,0,9575,0,0,,,,0,0,,,92512.5,2500,37200,3700,0,,0,0,,,0,0,,0,0,0,0,0,0,0,,0,,,,,,,0,,,,0,,11125,,,
175,11/21/2022 21:19,Budweiser Equity,NAZ,FCB,1,Budweiser,n/a,FCB,n/a,TESTING INTERNAL,VFX,A52 VFX,BUDWEISER VFX AICP EXPORT,Original,93710,firm-bid,93710,,,,,,,0,0,0,0,0,0,,,35910,0,0,,,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,,0,,,,,,,0,,,,0,,67800,,,
