PROJECT ID,ORIGINAL SUBMISSION DATE,PROJECT NAME,WORKSPACE,PROJECT GROUP,AWARDED,BRAND,PRODUCT,AGENCY,CAMPAIGN,VENDOR,PHASE,SUBMISSION,BID NAME,BIDFILE TYPE,BID TOTAL,BID TYPE,AVERAGE BID,DIVERSITY:: WOMAN DIRECTOR,DIVERSITY:: MIINORITY DIRECTOR,DIVERSITY:: WOMAN EDITOR,DIVERSITY:: MIINORITY EDITOR,DIVERSITY:: WOMAN OWNED,DIVERSITY:: MINORITY OWNED,SPEND:: ANIMATION,SPEND:: ART DEPARTMENT LABOR,SPEND:: ART DEPARTMENT MATERIALS,SPEND:: AUDIO POST,SPEND:: BEHIND THE SCENES,SPEND:: CATERING / CRAFT SERVICE,SPEND:: COLOR GRADING,SPEND:: COVID LABOR,SPEND:: CUSTOM,SPEND:: DESIGN,SPEND:: DIRECTOR/ CREATIVE FEES,SPEND:: DO NOT USE,SPEND:: EDITORIAL GRAPHICS,SPEND:: EDITORIAL LABOR,SPEND:: EDITORIAL MISC,SPEND:: EDITORIAL OFFLINE,SPEND:: EDITORIAL PREP,SPEND:: EQUIPMENT COSTS,SPEND:: EXPENDABLES,SPEND:: FILM STOCK & DIGITAL MEDIA,SPEND:: FINISHING,SPEND:: FOREIGN PRODUCTION SERVICES,SPEND:: HAIR & MAKEUP,SPEND:: INTERACTIVE,SPEND:: LOCATION & TRAVEL EXPENSES,SPEND:: MEALS,SPEND:: MISCELLANEOUS,SPEND:: MUSIC,SPEND:: OTHER LABOR,SPEND:: PHOTO RETOUCHING,SPEND:: PRE-PRODUCTION EXPENSES,SPEND:: PRE-PRODUCTION LABOR,SPEND:: PRODUCTION COVID 19 COSTS,SPEND:: PRODUCTION STAFF,SPEND:: PRODUCTION SUSTAINABILITY,"SPEND:: PROPS, WARDROBE, ANIMALS",SPEND:: SHOOTING CREW LABOR,SPEND:: SOCIAL MEDIA,SPEND:: SPECIAL INSURANCE,SPEND:: STILL PHOTOGRAPHER FEES,SPEND:: STILL PHOTOGRAPHY PRODUCTION,SPEND:: STILLS POST PRODUCTION,SPEND:: STUDIO & LOCATIONS COMBINED,SPEND:: STUDIO RENTAL & STAGE EXPENSES,SPEND:: TALENT,SPEND:: TALENT EXPENSES,SPEND:: VFX,SPEND:: WARDROBE,Women Work Pitched,Women Work Awarded,AvgBidPrice LUT.Average Bid Price
43,11/24/2020 0:06,Bud Light Seltzer Lemonade 21SB,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Arcade Edit,Editorial,AE_BudlightSeltzerSB2021_w5x15finish,Bid_9350_4,Original,21641.24,cost-plus,130306.79,,,,,1,1,,,,,,,,,19817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,11/24/2020 0:06,Bud Light Seltzer Lemonade 21SB,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,The Mill,VFX,Bud Light Lemon Superbowl 2021,Bud Light Lemon Superbowl 2021,Original,695380,firm-bid,695380,,,,,,,,,,,,,,,695380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,11/30/2020 23:03,AB Brand 21SB,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,IW AB SW V9,AB_SW_V9,Original,2070474,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,11/30/2020 23:03,AB Brand 21SB,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,New Package,Bid.Reset.GrabABeer.5Day.LA.v1a,Original,2938948.675,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,11/30/2020 23:03,AB Brand 21SB,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,RESET,Film & Video Production,New Package,Bid.Reset.GrabABeer.6Day.LA.v6c,Original,3386143.354,cost-plus,2470626.228,,,,,,,,,,,,,,,2684511.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,11/30/2020 23:03,AB Brand 21SB,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,AG_ParkPicturesBidV1.12.1,AG AB Abid V1 12.1,Original,1971406,cost-plus,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,11/30/2020 23:03,AB Brand 21SB,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,BidPackage_AB_Rubin_v1,Bid.AB.HAR.v1,Original,1986159.11,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,11/30/2020 23:03,AB Brand 21SB,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Exile Edit,Editorial,EXILE AB Rev 2 Bid,EXILE AB Rev 2 Bid_6321.4,Original,112360,cost-plus,112360,,,,,,,,,,,,,,,122400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,11/30/2020 23:03,AB Brand 21SB,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Exile Edit,Finishing,EXILE AB Finishing,EXILE AB Finishing Bid_6321.5,Original,184931.6,cost-plus,184931.6,,,,,,,,,,,,,,,164843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,12/3/2020 15:02,Bud Light T2 Product Shoot,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,ETC. Creative INC.,Still Photography Production,New Package,2020,Original,285763.75,firm-bid,285763.75,,,,,1,,,,,,,,,,285763.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,12/9/2020 23:04,Michelob Ultra NBA Entrances,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Arcade Edit,Editorial,AE_MichUltraNBA_BID_Dec11,Bid_9372_3,Original,84819.86,firm-bid,83587.81,,,1,1,1,1,,,,,,,,,81500.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,12/9/2020 23:04,Michelob Ultra NBA Entrances,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Editorial,AE_MichUltra_NBA_round2,Bid_9372_5 Editorial,Original,82355.76,firm-bid,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,12/9/2020 23:04,Michelob Ultra NBA Entrances,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Audio Post,AE_MichUltra_NBA_round2,Audio,Original,4465,firm-bid,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,12/9/2020 23:04,Michelob Ultra NBA Entrances,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Finishing,AE_MichUltra_NBA_round2,Finish,Original,46493,firm-bid,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,12/10/2020 16:26,Bud Light (Blue) Legends SB21,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Arcade Edit,Editorial,AE_BudlightSB2021_BID,Bid_9352_1,Original,129477.84,firm-bid,129477.84,,,,,1,1,,,,,,,,,119534.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,12/10/2020 16:26,Bud Light (Blue) Legends SB21,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,The Mill,VFX,New Package,abid_1079571_export,Original,10000,firm-bid,10000,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,12/10/2020 21:22,Stella Hepburn Production,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,New Package,EH Stella ATL Bid,Original,396374.16,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,12/10/2020 21:22,Stella Hepburn Production,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Yella Inc.,Film & Video Production,New Package,EH Stella ATL Bid,Original,396374.16,cost-plus,396374.16,,,,,,,,,,,,,,,396374.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,12/10/2020 21:22,Stella Hepburn Production,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Cosmo Street,Editorial,Stella Hepburn Post Bid (14782.3R1),2021 Stella Hepburn Bid 14782.3R1 - with discount under labor,Original,100223,cost-plus,100223,,,,,1,1,,,,,,,,,89727.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,12/10/2020 21:22,Stella Hepburn Production,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Editorial,New Package,2021 Stella Hepburn Bid 14782.3R1 - with discount under labor,Original,100223,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,12/10/2020 21:22,Stella Hepburn Production,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Academy Fight Songs,Music,Stella Hepburn - Music Bid - 12/15/20,AFS_MusicBid,Original,100000,firm-bid,100000,,,,,,1,,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,12/21/2020 23:48,Budweiser 21SB,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,1stAveMachine,Film & Video Production,1stAveMachine Production Estimate,ABID BUDWEISER SUBMISSION,Original,505453,cost-plus,505453,,,,,,,,,,,,,,,375676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1/8/2021 18:29,Stella Lenny Kravitz - 1Q 2021,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Stella //Joseph Toman // HOUND,Stella AdBid File 1.12.21,Original,243890,firm-bid,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1/8/2021 18:29,Stella Lenny Kravitz - 1Q 2021,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Hound,Film & Video Production,Stella Revised Bid & Bid Letter // Joey Toman // Hound,Stella AdBid File v.2,Original,232970,firm-bid,249112.374,,1,,,,,,,,,,,,,199975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1/8/2021 18:29,Stella Lenny Kravitz - 1Q 2021,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,StellaLK_DS_Bid Pkg,Stella LK_DS_BID_v1_,Original,250009.29,firm-bid,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1/8/2021 18:29,Stella Lenny Kravitz - 1Q 2021,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,StellaLK_DS_Treatment,Stella LK_DS_BID_v1_,Original,250009.29,firm-bid,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1/8/2021 18:29,Stella Lenny Kravitz - 1Q 2021,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,UNIT9 x Stella Artois Bid Package,UNIT9_Stella Artois_LK_Bid v1_1.12.2021,Original,268683.29,firm-bid,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1/8/2021 18:29,Stella Lenny Kravitz - 1Q 2021,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Editorial,Editorial & Finishing Bid,Stella Artois_Bid 14960.1R1,Original,77380,cost-plus,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1/8/2021 18:29,Stella Lenny Kravitz - 1Q 2021,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Barrelhouse,Editorial,BarrelHouse X LennyKravitz Post Production 5831-01,BHxStella_EDITORIAL_01.11.21_v2,Original,49166.3,cost-plus,63273.15,,,,,,,,,,,,,,,42230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1/8/2021 18:29,Stella Lenny Kravitz - 1Q 2021,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Barrelhouse,Finishing,BarrelHouse X LennyKravitz Post Production 5831-01,BHxStella_FINISHING_01.11.21_v2,Original,19000,cost-plus,19000,,,,,,,,,,,,,,,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1/15/2021 21:09,Stella Solstice - 1Q 2020,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,LA 3 Day V1 + COVID Breakout V1 (separate),NM_Biscuit_Stella_LA_3DayBid_V1,Original,1193231.61,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1/15/2021 21:09,Stella Solstice - 1Q 2020,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,LA 3 Day V2 + Covid Breakout V2 (Separate),Stella_LA_Bid_V2_ABID,Original,1162786.357,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1/15/2021 21:09,Stella Solstice - 1Q 2020,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,LA 3 Day V3 + COVID Breakout V3 (separate),Stella_LA_Bid_V3_ABID,Original,1135991.225,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1/15/2021 21:09,Stella Solstice - 1Q 2020,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,STELLA - The Corner Shop,BID Stella Solstice Corner Shop LA 2 Day- JMv1,Original,799785.8768,cost-plus,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1/15/2021 21:09,Stella Solstice - 1Q 2020,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Stella Merman Jan 22,MERMAN Stella Bid LA ABID,Original,884063.5148,cost-plus,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1/15/2021 21:09,Stella Solstice - 1Q 2020,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Stella Merman Jan 22,MERMAN Stella Bid New Orleans ABID,Original,955673.5148,cost-plus,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1/15/2021 21:09,Stella Solstice - 1Q 2020,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,"Merman LA, LLC",Film & Video Production,Merman LA Bid v3 Jan 25,MERMAN Stella Bid LA v3,Original,698239.1932,cost-plus,953395.2481,1,,,,1,,,,,,,,,,491576.7546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1/15/2021 21:09,Stella Solstice - 1Q 2020,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Merman Stella New Orleans v 3 Jan 25,MERMAN Stella Bid New Orleans v3,Original,797390.6932,cost-plus,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1/15/2021 21:09,Stella Solstice - 1Q 2020,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Cosmo Street,Editorial,Cosmo Street Edit/Audio,Bid_15545_19,Original,56615,firm-bid,66724.45313,,,1,,1,1,,,,,,,,,55340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1/15/2021 21:09,Stella Solstice - 1Q 2020,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Editorial,RPS STELLA BID REV 2,STELLA RPS REV 2,Original,76833.90625,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1/15/2021 21:09,Stella Solstice - 1Q 2020,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,VFX,Parliament VFX Shadows,abid_398_export(1),Original,185200,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1/15/2021 21:09,Stella Solstice - 1Q 2020,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,VFX,Updated BID Parliament,abid_398_export(2),Original,226100,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1/15/2021 21:09,Stella Solstice - 1Q 2020,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,VFX,3 days shoot with :15 lift,abid_425_export,Original,188900,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1/15/2021 21:09,Stella Solstice - 1Q 2020,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,VFX,Nicole Ackermanns Approach - VFX + Finishing.,abid_1080698_export,Original,163600,firm-bid,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1/15/2021 21:09,Stella Solstice - 1Q 2020,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,The Mill,VFX,Martin Aamund's Approach VFX + Finishing,abid_1080818_export,Original,119500,firm-bid,176660,,,,,,,,,,,,,,,119500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1/15/2021 21:09,Stella Solstice - 1Q 2020,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Music,Quiet City Stella Solstice Bid,AICP_ POD_Stella_Bid Form,Original,72000,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1/15/2021 21:09,Stella Solstice - 1Q 2020,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Music,Quiet City Stella Solstice Est2,AICP_ POD_Stella EST2_Bid Form,Original,75000,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1/22/2021 16:11,Michelob Ultra Seltzer SB Social Shoot - 21SB,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Independent Media Inc.,Film & Video Production,IM/MU,MU REVISED,Original,119844.5344,cost-plus,119844.5344,,,,,,,,,,,,,,,98351.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1/28/2021 17:12,Bud Light OOH Studio Shoot - 1Q 2020,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,ETC. Creative INC.,Still Photography Production,Final Bud Light Summer OOH,bud light studio,Original,27525,cost-plus,27525,,,,,1,,,,,,,,,,27525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2/22/2021 20:36,YTIR Stella 1Q 2021,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Furlined,Film & Video Production,Furlined Yael Staav Stella LA Bid Package,Furlined Stella LosAngeles Bid Staav ABID v1,Original,546874,cost-plus,702069.6716,1,,,,1,,,,,,,,,,546874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2/22/2021 20:36,YTIR Stella 1Q 2021,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Furlined Yael Staav Stella Atlanta Bid Package,Furlined Stella Atlanta Bid Staav ABID v1,Original,539687,cost-plus,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2/22/2021 20:36,YTIR Stella 1Q 2021,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Furlined Yael Staav Stella Atlanta Bid Package v2,Furlined Stella Atlanta Bid Staav ABID v2,Original,546087,cost-plus,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2/22/2021 20:36,YTIR Stella 1Q 2021,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Furlined Yael Staav Stella LA Bid Package v2,Furlined Stella LosAngeles ABID Bid Staav v2,Original,546874,cost-plus,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2/22/2021 20:36,YTIR Stella 1Q 2021,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Stella Submission_Los Angeles,AC.STELLA.ROMANEK.BID.LA_2DY.V4,Original,883568.1473,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2/22/2021 20:36,YTIR Stella 1Q 2021,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Stella Submission_New Orleans,AC.STELLA.ROMANEK.BID.NO_2DY.V4.abid,Original,968869.8973,cost-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2/22/2021 20:36,YTIR Stella 1Q 2021,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,ATLANTA-2x12 Bid Pkg,ATLANTA Bid Pkg,Original,779870,cost-plus,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2/22/2021 20:36,YTIR Stella 1Q 2021,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,LOS ANGELES-2x12 Bid Pkg,LOS ANGELES Bid Pkg,Original,777527,cost-plus,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2/22/2021 20:36,YTIR Stella 1Q 2021,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,V2-ATLANTA-2x12 Bid Pkg,V2 PARK ATLANTA STELLA-9 MARCH,Original,729270,cost-plus,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2/22/2021 20:36,YTIR Stella 1Q 2021,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Arcade Edit,Editorial,Stella_Mar8_Offline_MixOnly,Bid_9654_3,Original,54046.7,cost-plus,54046.7,,,,1,1,1,,,,,,,,,52262.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2/22/2021 20:36,YTIR Stella 1Q 2021,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Arcade Edit,Audio Post,Stella_Mar8_Offline_MixOnly,Audio,Original,3560,cost-plus,3560,,,,1,1,1,,,,,,,,,3560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2/26/2021 2:55,MU Earth Day,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Bid Michelob Ultra Atlanta v2.5,Bid 2125 Michelob ATL v2.5vc ABID,Original,915193.0752,cost-plus,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2/26/2021 2:55,MU Earth Day,2020 - 2021 Shoots,Primary Project Group,1,n/a,n/a,Primary Project Group,n/a,Little Minx,Film & Video Production,Bid Michelob Ultra Colombia v1.4 rev,Bid 2125 Michelob v1.4 COLO ABID rev,Original,676807.6248,cost-plus,737018.9823,1,1,,,1,,,,,,,,,,527338.3916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2/26/2021 2:55,MU Earth Day,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Michelob Rev Bid ATL v2.9,Bid 2125 Michelob ATL v2.9hh ABID,Original,799179.5959,cost-plus,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2/26/2021 2:55,MU Earth Day,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Michelob Rev Bid COLOMBIA v1.5,Bid 2125 Michelob v1.5 COLO ABID,Original,662391.2019,cost-plus,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2/26/2021 2:55,MU Earth Day,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Michelob Rev Bid COLOMBIA v1.7,Bid 2125 Michelob v1.7 COLO ABID,Original,603650.8343,cost-plus,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2/26/2021 2:55,MU Earth Day,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Bid Michelob Ultra Miami v3.4,Bid 2125 Michelob FL v3.4vc ABID,Original,704353.6985,cost-plus,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2/26/2021 2:55,MU Earth Day,2020 - 2021 Shoots,Primary Project Group,0,n/a,n/a,Primary Project Group,n/a,,Film & Video Production,Bid Michelob Ultra Atlanta v2.10,Bid 2125 Michelob ATL v2.10vc ABID,Original,797556.8459,cost-plus,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
